evidence_id,case_id,event_type,performed_by,timestamp,storage_location,integrity_status
BID-2026-3610-EV-0027,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0028,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0029,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0030,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0031,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0032,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0033,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0034,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0035,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0036,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0037,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0038,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0039,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0040,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0041,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0042,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0043,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0044,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0045,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0046,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0047,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0048,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0049,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0050,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0051,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0052,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0053,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0054,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0055,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0056,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0057,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0058,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0059,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0060,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0061,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0062,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0063,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0064,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0065,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0066,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0067,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0068,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0069,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0070,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0071,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0072,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0073,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0074,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0075,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0076,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0077,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
BID-2026-3610-EV-0078,BID-2026-3610,Collected,Analyst Team Bravo,2026-07-24T15:23:22Z,evidence/BID-2026-3610,Verified
